ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF01740,PF06390:PF13466:PF04247,75,11,5,70,6,986,0.45,0.93,0.07,0.07,0.15,2,2,73,0,992,1.0,0.93,0.03,0.03,0.16
PF01741,PF04478:PF10839:PF04483,12,19,3,9,16,1039,0.16,0.98,0.25,0.25,0.19,1,1,11,0,1055,1.0,0.99,0.08,0.08,0.29
PF01743,PF08624:PF06241:PF16944,47,26,11,36,15,1005,0.42,0.95,0.23,0.23,0.29,5,3,44,2,1018,0.6,0.96,0.06,0.06,0.19
PF01744,PF07382:PF08017:PF12294,13,22,4,9,18,1036,0.18,0.97,0.31,0.31,0.22,4,1,12,3,1051,0.25,0.99,0.08,0.08,0.13
PF01746,PF05983:PF02361:PF15370,40,40,18,22,22,1005,0.45,0.96,0.45,0.45,0.43,8,8,32,0,1027,1.0,0.97,0.2,0.2,0.44
PF01747,PF14491:PF17331:PF06778,33,5,2,31,3,1031,0.4,0.97,0.06,0.06,0.15,0,0,33,0,1034,0,0.97,0.0,0.0,0
PF01749,PF16689:PF16186:PF11890,50,53,42,8,11,1006,0.79,0.98,0.84,0.84,0.81,5,5,45,0,1017,1.0,0.96,0.1,0.1,0.31
PF01750,PF12870:PF10216:PF13729,3,0,0,3,0,1064,0,1.0,0.0,0.0,0,0,0,3,0,1064,0,1.0,0.0,0.0,0
PF01751,PF12200:PF02443:PF07937,82,8,5,77,3,982,0.62,0.93,0.06,0.06,0.18,2,2,80,0,985,1.0,0.93,0.02,0.02,0.15
PF01752,PF11904:PF01529:PF02542,3,151,3,0,148,916,0.02,0.86,1.0,1.0,0.13,15,2,1,13,1051,0.13,0.99,0.67,0.67,0.29
PF01753,PF02721:PF10536:PF14087,126,110,59,67,51,890,0.54,0.89,0.47,0.47,0.44,28,23,103,5,936,0.82,0.9,0.18,0.18,0.36
PF01754,PF01428:PF11218:PF04773,27,66,24,3,42,998,0.36,0.96,0.89,0.89,0.55,8,6,21,2,1038,0.75,0.98,0.22,0.22,0.4
PF01755,PF16740:PF13449:PF02655,40,22,10,30,12,1015,0.45,0.96,0.25,0.25,0.32,4,4,36,0,1027,1.0,0.97,0.1,0.1,0.31
PF01756,PF00832:PF04135:PF00253,54,64,26,28,38,975,0.41,0.94,0.48,0.48,0.41,15,13,41,2,1011,0.87,0.96,0.24,0.24,0.44
PF01757,PF04135:PF01249:PF00253,74,73,28,46,45,948,0.38,0.91,0.38,0.38,0.34,17,12,62,5,988,0.71,0.94,0.16,0.16,0.32
PF01758,PF09962:PF10333:PF04934,40,38,15,25,23,1004,0.39,0.96,0.38,0.38,0.36,4,2,38,2,1025,0.5,0.96,0.05,0.05,0.15
PF01759,PF17331:PF02425:PF08189,25,0,0,25,0,1042,0,0.98,0.0,0.0,0,0,0,25,0,1042,0,0.98,0.0,0.0,0
PF01761,PF07572:PF07039:PF14521,39,39,15,24,24,1004,0.38,0.96,0.38,0.38,0.36,10,8,31,2,1026,0.8,0.97,0.21,0.21,0.4
PF01762,PF02953:PF03669:PF02046,100,59,31,69,28,939,0.53,0.91,0.31,0.31,0.36,10,9,91,1,966,0.9,0.91,0.09,0.09,0.27
PF01763,PF11325:PF15291:PF03698,0,1,0,0,1,1066,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF01764,PF09741:PF14528:PF05677,131,31,19,112,12,924,0.61,0.88,0.15,0.15,0.26,4,4,127,0,936,1.0,0.88,0.03,0.03,0.16
PF01765,PF04800:PF04135:PF01781,58,57,22,36,35,974,0.39,0.93,0.38,0.38,0.35,10,9,49,1,1008,0.9,0.95,0.16,0.16,0.36
PF01766,PF03327:PF08105:PF07383,1,1,0,1,1,1065,0.0,1.0,0.0,0.0,-0.0,0,0,1,0,1066,0,1.0,0.0,0.0,0
PF01769,PF17331:PF02425:PF08189,25,0,0,25,0,1042,0,0.98,0.0,0.0,0,0,0,25,0,1042,0,0.98,0.0,0.0,0
PF01770,PF03604:PF03647:PF13881,19,55,11,8,44,1004,0.2,0.95,0.58,0.58,0.32,15,7,12,8,1040,0.47,0.98,0.37,0.37,0.41
PF01771,PF14616:PF05551:PF16835,8,31,4,4,27,1032,0.13,0.97,0.5,0.5,0.24,4,2,6,2,1057,0.5,0.99,0.25,0.25,0.35
PF01773,PF07664:PF06253:PF17331,26,10,3,23,7,1034,0.3,0.97,0.12,0.12,0.17,0,0,26,0,1041,0,0.98,0.0,0.0,0
PF01774,PF01920:PF09803:PF00444,15,71,7,8,64,988,0.1,0.93,0.47,0.47,0.19,13,6,9,7,1045,0.46,0.99,0.4,0.4,0.42
PF01775,PF03540:PF01165:PF08633,36,50,16,20,34,997,0.32,0.95,0.44,0.44,0.35,8,6,30,2,1029,0.75,0.97,0.17,0.17,0.34
PF01776,PF04135:PF01249:PF00584,35,62,19,16,43,989,0.31,0.94,0.54,0.54,0.38,16,12,23,4,1028,0.75,0.97,0.34,0.34,0.5
PF01777,PF12656:PF17136:PF08189,32,45,12,20,33,1002,0.27,0.95,0.38,0.38,0.29,8,6,26,2,1033,0.75,0.97,0.19,0.19,0.37
PF01778,PF06881:PF09656:PF05097,30,15,6,24,9,1028,0.4,0.97,0.2,0.2,0.27,2,2,28,0,1037,1.0,0.97,0.07,0.07,0.25
PF01779,PF09340:PF07052:PF06487,16,37,8,8,29,1022,0.22,0.97,0.5,0.5,0.31,7,4,12,3,1048,0.57,0.99,0.25,0.25,0.37
PF01780,PF00584:PF10163:PF05160,22,52,13,9,39,1006,0.25,0.96,0.59,0.59,0.37,10,6,16,4,1041,0.6,0.98,0.27,0.27,0.4
PF01781,PF04135:PF04800:PF10235,30,42,12,18,30,1007,0.29,0.96,0.4,0.4,0.32,7,5,25,2,1035,0.71,0.97,0.17,0.17,0.34
PF01782,PF17905:PF02399:PF03415,18,8,2,16,6,1043,0.25,0.98,0.11,0.11,0.16,0,0,18,0,1049,0,0.98,0.0,0.0,0
PF01783,PF11093:PF15321:PF10775,14,2,1,13,1,1052,0.5,0.99,0.07,0.07,0.19,0,0,14,0,1053,0,0.99,0.0,0.0,0
PF01784,PF10203:PF03918:PF06244,26,45,7,19,38,1003,0.16,0.95,0.27,0.27,0.18,8,2,24,6,1035,0.25,0.97,0.08,0.08,0.13
PF01785,PF14645:PF18209:PF02269,1,39,1,0,38,1028,0.03,0.96,1.0,1.0,0.16,3,1,0,2,1064,0.33,1.0,1.0,1.0,0.58
PF01786,PF01741:PF00444:PF15341,28,41,13,15,28,1011,0.32,0.96,0.46,0.46,0.36,9,5,23,4,1035,0.56,0.97,0.18,0.18,0.31
PF01788,PF15880:PF14521:PF14087,1,41,0,1,41,1025,0.0,0.96,0.0,0.0,-0.01,4,0,1,4,1062,0.0,1.0,0.0,0.0,-0.0
PF01789,PF10163:PF05160:PF01667,32,61,15,17,46,989,0.25,0.94,0.47,0.47,0.31,10,7,25,3,1032,0.7,0.97,0.22,0.22,0.38
PF01790,PF13864:PF05160:PF00935,16,60,5,11,55,996,0.08,0.94,0.31,0.31,0.14,16,4,12,12,1039,0.25,0.98,0.25,0.25,0.24
PF01791,PF04893:PF03045:PF10484,30,65,17,13,48,989,0.26,0.94,0.57,0.57,0.36,10,7,23,3,1034,0.7,0.98,0.23,0.23,0.4
PF01793,PF14303:PF02953:PF15054,41,79,24,17,55,971,0.3,0.93,0.59,0.59,0.39,20,12,29,8,1018,0.6,0.97,0.29,0.29,0.4
PF01794,PF17331:PF08437:PF08189,95,2,1,94,1,971,0.5,0.91,0.01,0.01,0.06,0,0,95,0,972,0,0.91,0.0,0.0,0
PF01795,PF07896:PF14521:PF07039,35,46,13,22,33,999,0.28,0.95,0.37,0.37,0.3,11,8,27,3,1029,0.73,0.97,0.23,0.23,0.4
PF01796,PF02036:PF02803:PF12175,7,111,7,0,104,956,0.06,0.9,1.0,1.0,0.24,29,4,3,25,1035,0.14,0.97,0.57,0.57,0.27
PF01797,PF01771:PF09759:PF04286,10,24,3,7,21,1036,0.12,0.97,0.3,0.3,0.18,5,2,8,3,1054,0.4,0.99,0.2,0.2,0.28
PF01798,PF18106:PF17331:PF02425,68,1,1,67,0,999,1.0,0.94,0.01,0.01,0.12,0,0,68,0,999,0,0.94,0.0,0.0,0
PF01799,PF13454:PF12955:PF13175,49,35,9,40,26,992,0.26,0.94,0.18,0.18,0.19,2,2,47,0,1018,1.0,0.96,0.04,0.04,0.2
PF01801,PF08873:PF03122:PF08846,0,1,0,0,1,1066,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF01802,PF03327:PF08105:PF07383,1,1,0,1,1,1065,0.0,1.0,0.0,0.0,-0.0,0,0,1,0,1066,0,1.0,0.0,0.0,0
PF01803,PF01270:PF14528:PF06220,17,59,10,7,49,1001,0.17,0.95,0.59,0.59,0.3,6,3,14,3,1047,0.5,0.98,0.18,0.18,0.29
PF01804,PF14159:PF07297:PF04051,3,68,3,0,65,999,0.04,0.94,1.0,1.0,0.2,14,2,1,12,1052,0.14,0.99,0.67,0.67,0.3
PF01805,PF17331:PF02425:PF07937,55,0,0,55,0,1012,0,0.95,0.0,0.0,0,0,0,55,0,1012,0,0.95,0.0,0.0,0
PF01807,PF17838:PF13454:PF18759,14,54,6,8,48,1005,0.11,0.95,0.43,0.43,0.2,14,6,8,8,1045,0.43,0.99,0.43,0.43,0.42
PF01808,PF13636:PF07609:PF17331,31,3,2,29,1,1035,0.67,0.97,0.06,0.06,0.2,0,0,31,0,1036,0,0.97,0.0,0.0,0
PF01809,PF04880:PF10198:PF14705,9,21,3,6,18,1040,0.14,0.98,0.33,0.33,0.21,6,1,8,5,1053,0.17,0.99,0.11,0.11,0.13
PF01810,PF02939:PF19060:PF07896,13,45,5,8,40,1014,0.11,0.96,0.38,0.38,0.19,9,3,10,6,1048,0.33,0.99,0.23,0.23,0.27
PF01812,PF18996:PF15072:PF01710,27,24,10,17,14,1026,0.42,0.97,0.37,0.37,0.38,2,2,25,0,1040,1.0,0.98,0.07,0.07,0.27
PF01813,PF07939:PF03540:PF01165,22,48,8,14,40,1005,0.17,0.95,0.36,0.36,0.22,12,4,18,8,1037,0.33,0.98,0.18,0.18,0.23
PF01814,PF19060:PF07896:PF02457,40,32,10,30,22,1005,0.31,0.95,0.25,0.25,0.25,4,3,37,1,1026,0.75,0.96,0.07,0.07,0.23
PF01815,PF09195:PF00468:PF13759,2,31,2,0,29,1036,0.06,0.97,1.0,1.0,0.25,4,1,1,3,1062,0.25,1.0,0.5,0.5,0.35
PF01817,PF13013:PF08854:PF15880,22,12,3,19,9,1036,0.25,0.97,0.14,0.14,0.17,0,0,22,0,1045,0,0.98,0.0,0.0,0
PF01820,PF17892:PF07478:PF14166,16,40,16,0,24,1027,0.4,0.98,1.0,1.0,0.63,4,3,13,1,1050,0.75,0.99,0.19,0.19,0.37
PF01821,PF07937:PF17331:PF02425,11,0,0,11,0,1056,0,0.99,0.0,0.0,0,0,0,11,0,1056,0,0.99,0.0,0.0,0
PF01822,PF08191:PF08189:PF11415,72,1,1,71,0,995,1.0,0.93,0.01,0.01,0.11,0,0,72,0,995,0,0.93,0.0,0.0,0
PF01823,PF17111:PF03496:PF17517,51,69,31,20,38,978,0.45,0.95,0.61,0.61,0.49,22,19,32,3,1013,0.86,0.97,0.37,0.37,0.55
PF01824,PF08189:PF11415:PF00451,5,1,0,5,1,1061,0.0,0.99,0.0,0.0,-0.0,0,0,5,0,1062,0,1.0,0.0,0.0,0
PF01825,PF14537:PF05117:PF07937,67,2,1,66,1,999,0.5,0.94,0.01,0.01,0.08,0,0,67,0,1000,0,0.94,0.0,0.0,0
PF01826,PF17517:PF08189:PF11415,54,20,15,39,5,1008,0.75,0.96,0.28,0.28,0.44,0,0,54,0,1013,0,0.95,0.0,0.0,0
PF01827,PF08268:PF07734:PF07896,19,81,15,4,66,982,0.19,0.93,0.79,0.79,0.36,25,11,8,14,1034,0.44,0.98,0.58,0.58,0.49
PF01828,PF13759:PF04800:PF05869,16,32,5,11,27,1024,0.16,0.96,0.31,0.31,0.2,7,3,13,4,1047,0.43,0.98,0.19,0.19,0.28
PF01832,PF17019:PF12608:PF06778,7,2,0,7,2,1058,0.0,0.99,0.0,0.0,-0.0,0,0,7,0,1060,0,0.99,0.0,0.0,0
PF01833,PF03859:PF15469:PF16422,68,43,27,41,16,983,0.63,0.95,0.4,0.4,0.47,7,7,61,0,999,1.0,0.94,0.1,0.1,0.31
PF01834,PF16771:PF12258:PF06357,10,2,0,10,2,1055,0.0,0.99,0.0,0.0,-0.0,0,0,10,0,1057,0,0.99,0.0,0.0,0
PF01835,PF06187:PF17331:PF02425,33,2,2,31,0,1034,1.0,0.97,0.06,0.06,0.24,0,0,33,0,1034,0,0.97,0.0,0.0,0
PF01839,PF00882:PF00357:PF02097,47,9,9,38,0,1020,1.0,0.96,0.19,0.19,0.43,0,0,47,0,1020,0,0.96,0.0,0.0,0
PF01840,PF07818:PF10018:PF14940,2,33,1,1,32,1033,0.03,0.97,0.5,0.5,0.12,10,0,2,10,1055,0.0,0.99,0.0,0.0,-0.0
PF01841,PF00927:PF07937:PF11855,70,25,25,45,0,997,1.0,0.96,0.36,0.36,0.58,1,1,69,0,997,1.0,0.94,0.01,0.01,0.12
PF01842,PF05977:PF19568:PF03209,69,29,17,52,12,986,0.59,0.94,0.25,0.25,0.35,2,2,67,0,998,1.0,0.94,0.03,0.03,0.16
PF01843,PF18597:PF06778:PF10088,56,5,5,51,0,1011,1.0,0.95,0.09,0.09,0.29,0,0,56,0,1011,0,0.95,0.0,0.0,0
PF01844,PF03461:PF04135:PF00832,21,47,7,14,40,1006,0.15,0.95,0.33,0.33,0.2,12,7,14,5,1041,0.58,0.98,0.33,0.33,0.43
PF01845,PF03327:PF08105:PF07383,1,1,0,1,1,1065,0.0,1.0,0.0,0.0,-0.0,0,0,1,0,1066,0,1.0,0.0,0.0,0
PF01846,PF16512:PF19518:PF17331,40,10,8,32,2,1025,0.8,0.97,0.2,0.2,0.39,8,8,32,0,1027,1.0,0.97,0.2,0.2,0.44
PF01847,PF01249:PF04135:PF03645,19,74,11,8,63,985,0.15,0.93,0.58,0.58,0.27,17,9,10,8,1040,0.53,0.98,0.47,0.47,0.49
PF01849,PF02953:PF03669:PF02046,46,59,19,27,40,981,0.32,0.94,0.41,0.41,0.33,10,9,37,1,1020,0.9,0.96,0.2,0.2,0.41
PF01850,PF07382:PF16793:PF08017,8,14,1,7,13,1046,0.07,0.98,0.12,0.12,0.09,4,1,7,3,1056,0.25,0.99,0.12,0.12,0.17
PF01851,PF18051:PF17781:PF11890,31,26,15,16,11,1025,0.58,0.97,0.48,0.48,0.52,14,13,18,1,1035,0.93,0.98,0.42,0.42,0.62
PF01852,PF08670:PF16719:PF15880,81,34,21,60,13,973,0.62,0.93,0.26,0.26,0.37,5,4,77,1,985,0.8,0.93,0.05,0.05,0.19
PF01853,PF19060:PF02939:PF06041,59,51,23,36,28,980,0.45,0.94,0.39,0.39,0.39,8,8,51,0,1008,1.0,0.95,0.14,0.14,0.36
PF01855,PF06357:PF11584:PF01303,27,1,0,27,1,1039,0.0,0.97,0.0,0.0,-0.0,0,0,27,0,1040,0,0.97,0.0,0.0,0
PF01857,PF14528:PF02534:PF11218,15,31,5,10,26,1026,0.16,0.97,0.33,0.33,0.22,2,2,13,0,1052,1.0,0.99,0.13,0.13,0.36
PF01858,PF07937:PF18134:PF02907,15,1,0,15,1,1051,0.0,0.99,0.0,0.0,-0.0,0,0,15,0,1052,0,0.99,0.0,0.0,0
PF01862,PF19071:PF02480:PF17078,2,5,0,2,5,1060,0.0,0.99,0.0,0.0,-0.0,0,0,2,0,1065,0,1.0,0.0,0.0,0
PF01863,PF04098:PF13495:PF03359,6,36,2,4,34,1027,0.06,0.96,0.33,0.33,0.12,5,1,5,4,1057,0.2,0.99,0.17,0.17,0.18
PF01864,PF03327:PF08105:PF07383,0,1,0,0,1,1066,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF01865,PF09065:PF07128:PF07206,2,0,0,2,0,1065,0,1.0,0.0,0.0,0,0,0,2,0,1065,0,1.0,0.0,0.0,0
PF01866,PF11735:PF05859:PF17235,48,43,19,29,24,995,0.44,0.95,0.4,0.4,0.39,10,9,39,1,1018,0.9,0.96,0.19,0.19,0.4
PF01867,PF04719:PF06624:PF13864,3,49,1,2,48,1016,0.02,0.95,0.33,0.33,0.07,16,1,2,15,1049,0.06,0.98,0.33,0.33,0.14
PF01868,PF01667:PF01036:PF15054,25,53,10,15,43,999,0.19,0.95,0.4,0.4,0.25,9,5,20,4,1038,0.56,0.98,0.2,0.2,0.32
PF01869,PF04032:PF01277:PF12296,19,44,8,11,36,1012,0.18,0.96,0.42,0.42,0.26,8,6,13,2,1046,0.75,0.99,0.32,0.32,0.48
PF01870,PF05420:PF12545:PF04919,0,0,0,0,0,1067,0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF01871,PF04402:PF08806:PF03540,18,41,7,11,34,1015,0.17,0.96,0.39,0.39,0.24,7,4,14,3,1046,0.57,0.98,0.22,0.22,0.35
PF01872,PF11066:PF07896:PF14087,28,37,8,20,29,1010,0.22,0.95,0.29,0.29,0.23,14,6,22,8,1031,0.43,0.97,0.21,0.21,0.29
PF01873,PF12695:PF02996:PF14470,32,64,16,16,48,987,0.25,0.94,0.5,0.5,0.33,1,0,32,1,1034,0.0,0.97,0.0,0.0,-0.01
PF01874,PF03659:PF14469:PF02560,7,51,5,2,46,1014,0.1,0.96,0.71,0.71,0.25,8,1,6,7,1053,0.12,0.99,0.14,0.14,0.13
PF01875,PF07039:PF00756:PF11267,15,66,9,6,57,995,0.14,0.94,0.6,0.6,0.27,16,5,10,11,1041,0.31,0.98,0.33,0.33,0.31
PF01876,PF08293:PF05733:PF14777,20,21,6,14,15,1032,0.29,0.97,0.3,0.3,0.28,3,2,18,1,1046,0.67,0.98,0.1,0.1,0.25
PF01878,PF00756:PF01771:PF13879,31,75,20,11,55,981,0.27,0.94,0.65,0.65,0.39,13,8,23,5,1031,0.62,0.97,0.26,0.26,0.39
PF01880,PF01375:PF19287:PF12820,5,18,3,2,15,1047,0.17,0.98,0.6,0.6,0.31,1,0,5,1,1061,0.0,0.99,0.0,0.0,-0.0
PF01882,PF18134:PF02907:PF20081,13,1,0,13,1,1053,0.0,0.99,0.0,0.0,-0.0,0,0,13,0,1054,0,0.99,0.0,0.0,0
PF01883,PF08883:PF00881:PF03692,38,54,19,19,35,994,0.35,0.95,0.5,0.5,0.39,15,10,28,5,1024,0.67,0.97,0.26,0.26,0.41
PF01884,PF03327:PF08105:PF07383,1,1,0,1,1,1065,0.0,1.0,0.0,0.0,-0.0,0,0,1,0,1066,0,1.0,0.0,0.0,0
PF01885,PF01868:PF01667:PF01036,48,62,21,27,41,978,0.34,0.94,0.44,0.44,0.35,13,11,37,2,1017,0.85,0.96,0.23,0.23,0.43
PF01886,PF13030:PF09702:PF20074,0,0,0,0,0,1067,0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF01887,PF02939:PF07382:PF13186,4,48,2,2,46,1017,0.04,0.96,0.5,0.5,0.13,3,1,3,2,1061,0.33,1.0,0.25,0.25,0.29
PF01888,PF15266:PF03851:PF15774,6,20,0,6,20,1041,0.0,0.98,0.0,0.0,-0.01,2,0,6,2,1059,0.0,0.99,0.0,0.0,-0.0
PF01890,PF10414:PF01888:PF02021,3,24,3,0,21,1043,0.12,0.98,1.0,1.0,0.35,1,1,2,0,1064,1.0,1.0,0.33,0.33,0.58
PF01894,PF03645:PF04135:PF04051,30,93,15,15,78,959,0.16,0.91,0.5,0.5,0.25,17,10,20,7,1030,0.59,0.97,0.33,0.33,0.43
PF01895,PF13509:PF17770:PF04773,12,26,4,8,22,1033,0.15,0.97,0.33,0.33,0.21,3,2,10,1,1054,0.67,0.99,0.17,0.17,0.33
PF01896,PF06875:PF07110:PF05129,23,38,10,13,28,1016,0.26,0.96,0.43,0.43,0.32,7,3,20,4,1040,0.43,0.98,0.13,0.13,0.23
PF01899,PF03334:PF10612:PF09829,9,8,7,2,1,1057,0.88,1.0,0.78,0.78,0.82,0,0,9,0,1058,0,0.99,0.0,0.0,0
PF01900,PF14712:PF08806:PF10175,34,33,13,21,20,1013,0.39,0.96,0.38,0.38,0.37,9,7,27,2,1031,0.78,0.97,0.21,0.21,0.39
PF01902,PF07382:PF00070:PF16697,21,30,8,13,22,1024,0.27,0.97,0.38,0.38,0.3,5,4,17,1,1045,0.8,0.98,0.19,0.19,0.39
PF01903,PF07386:PF00444:PF04483,17,30,5,12,25,1025,0.17,0.97,0.29,0.29,0.2,3,1,16,2,1048,0.33,0.98,0.06,0.06,0.13
PF01904,PF02301:PF13388:PF13886,24,62,12,12,50,993,0.19,0.94,0.5,0.5,0.29,18,7,17,11,1032,0.39,0.97,0.29,0.29,0.32
PF01906,PF07896:PF08648:PF02941,11,43,2,9,41,1015,0.05,0.95,0.18,0.18,0.07,8,1,10,7,1049,0.12,0.98,0.09,0.09,0.1
PF01907,PF03980:PF06093:PF19117,33,25,10,23,15,1019,0.4,0.96,0.3,0.3,0.33,5,5,28,0,1034,1.0,0.97,0.15,0.15,0.38
PF01909,PF19088:PF03496:PF08189,52,79,24,28,55,960,0.3,0.92,0.46,0.46,0.33,23,13,39,10,1005,0.57,0.95,0.25,0.25,0.36
PF01910,PF05160:PF00584:PF10163,12,52,5,7,47,1008,0.1,0.95,0.42,0.42,0.18,10,2,10,8,1047,0.2,0.98,0.17,0.17,0.17
PF01912,PF08806:PF14712:PF08583,27,50,12,15,38,1002,0.24,0.95,0.44,0.44,0.3,9,4,23,5,1035,0.44,0.97,0.15,0.15,0.25
PF01914,PF10296:PF17111:PF03110,2,61,0,2,61,1004,0.0,0.94,0.0,0.0,-0.01,17,0,2,17,1048,0.0,0.98,0.0,0.0,-0.01
PF01915,PF04951:PF07937:PF13698,86,1,1,85,0,981,1.0,0.92,0.01,0.01,0.1,0,0,86,0,981,0,0.92,0.0,0.0,0
PF01916,PF07039:PF07572:PF10441,32,40,10,22,30,1005,0.25,0.95,0.31,0.31,0.25,10,6,26,4,1031,0.6,0.97,0.19,0.19,0.33
PF01918,PF15496:PF17050:PF02116,37,11,5,32,6,1024,0.45,0.96,0.14,0.14,0.23,0,0,37,0,1030,0,0.97,0.0,0.0,0
PF01920,PF09803:PF00444:PF14886,53,36,16,37,20,994,0.44,0.95,0.3,0.3,0.34,5,4,49,1,1013,0.8,0.95,0.08,0.08,0.24
PF01921,PF18023:PF11831:PF07962,5,39,1,4,38,1024,0.03,0.96,0.2,0.2,0.06,6,1,4,5,1057,0.17,0.99,0.2,0.2,0.18
PF01922,PF17308:PF04716:PF14610,22,25,6,16,19,1026,0.24,0.97,0.27,0.27,0.24,1,1,21,0,1045,1.0,0.98,0.05,0.05,0.21
PF01923,PF03647:PF13881:PF12554,14,60,6,8,54,999,0.1,0.94,0.43,0.43,0.19,18,5,9,13,1040,0.28,0.98,0.36,0.36,0.3
PF01924,PF01155:PF01258:PF12200,6,24,3,3,21,1040,0.12,0.98,0.5,0.5,0.24,1,1,5,0,1061,1.0,1.0,0.17,0.17,0.41
PF01925,PF06772:PF03359:PF09398,55,38,16,39,22,990,0.42,0.94,0.29,0.29,0.32,5,5,50,0,1012,1.0,0.95,0.09,0.09,0.29
PF01926,PF10846:PF08795:PF13230,203,38,24,179,14,850,0.63,0.82,0.12,0.12,0.22,7,7,196,0,864,1.0,0.82,0.03,0.03,0.17
PF01927,PF13676:PF04938:PF14893,23,81,14,9,67,977,0.17,0.93,0.61,0.61,0.3,18,10,13,8,1036,0.56,0.98,0.43,0.43,0.48
PF01928,PF04480:PF08648:PF04135,23,37,9,14,28,1016,0.24,0.96,0.39,0.39,0.29,8,5,18,3,1041,0.62,0.98,0.22,0.22,0.36
PF01929,PF10471:PF12855:PF09353,31,34,8,23,26,1010,0.24,0.95,0.26,0.26,0.22,5,3,28,2,1034,0.6,0.97,0.1,0.1,0.23
PF01930,PF20073:PF12726:PF16474,7,30,4,3,26,1034,0.13,0.97,0.57,0.57,0.27,8,3,4,5,1055,0.38,0.99,0.43,0.43,0.4
PF01931,PF05983:PF10280:PF02361,9,38,4,5,34,1024,0.11,0.96,0.44,0.44,0.2,9,2,7,7,1051,0.22,0.99,0.22,0.22,0.22
PF01933,PF14437:PF13813:PF05071,13,76,6,7,70,984,0.08,0.93,0.46,0.46,0.17,19,4,9,15,1039,0.21,0.98,0.31,0.31,0.24
PF01934,PF06572:PF12809:PF07402,4,0,0,4,0,1063,0,1.0,0.0,0.0,0,0,0,4,0,1063,0,1.0,0.0,0.0,0
PF01935,PF18898:PF09085:PF08598,0,23,0,0,23,1044,0.0,0.98,0,0,0,1,0,0,1,1066,0.0,1.0,0,0,0
PF01936,PF17111:PF13961:PF12688,46,78,24,22,54,967,0.31,0.93,0.52,0.52,0.37,26,17,29,9,1012,0.65,0.96,0.37,0.37,0.48
PF01937,PF03604:PF12554:PF05680,35,48,14,21,34,998,0.29,0.95,0.4,0.4,0.32,7,7,28,0,1032,1.0,0.97,0.2,0.2,0.44
PF01938,PF18693:PF13282:PF15922,46,10,6,40,4,1017,0.6,0.96,0.13,0.13,0.27,2,2,44,0,1021,1.0,0.96,0.04,0.04,0.2
PF01939,PF03152:PF05791:PF09471,1,50,0,1,50,1016,0.0,0.95,0.0,0.0,-0.01,5,0,1,5,1061,0.0,0.99,0.0,0.0,-0.0
PF01940,PF06624:PF05013:PF12023,23,33,15,8,18,1026,0.45,0.98,0.65,0.65,0.53,7,5,18,2,1042,0.71,0.98,0.22,0.22,0.39
PF01943,PF11846:PF17111:PF12688,3,40,0,3,40,1024,0.0,0.96,0.0,0.0,-0.01,3,0,3,3,1061,0.0,0.99,0.0,0.0,-0.0
PF01944,PF09344:PF06275:PF10924,0,0,0,0,0,1067,0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF01947,PF04359:PF08038:PF14138,1,44,1,0,43,1023,0.02,0.96,1.0,1.0,0.15,6,0,1,6,1060,0.0,0.99,0.0,0.0,-0.0
PF01948,PF03407:PF01036:PF06699,3,90,2,1,88,976,0.02,0.92,0.67,0.67,0.11,21,1,2,20,1044,0.05,0.98,0.33,0.33,0.12
PF01949,PF03327:PF08105:PF07383,0,1,0,0,1,1066,0.0,1.0,0,0,0,0,0,0,0,1067,0,1.0,0,0,0
PF01951,PF06331:PF07572:PF07039,10,48,5,5,43,1014,0.1,0.96,0.5,0.5,0.21,10,4,6,6,1051,0.4,0.99,0.4,0.4,0.39
PF01955,PF09796:PF16697:PF02675,1,22,0,1,22,1044,0.0,0.98,0.0,0.0,-0.0,4,0,1,4,1062,0.0,1.0,0.0,0.0,-0.0
PF01956,PF03540:PF01165:PF07855,27,58,10,17,48,992,0.17,0.94,0.37,0.37,0.22,12,8,19,4,1036,0.67,0.98,0.3,0.3,0.44
PF01957,PF15455:PF04151:PF10744,4,15,1,3,14,1049,0.07,0.98,0.25,0.25,0.12,1,0,4,1,1062,0.0,1.0,0.0,0.0,-0.0
PF01958,PF04718:PF00584:PF04135,18,48,8,10,40,1009,0.17,0.95,0.44,0.44,0.25,9,4,14,5,1044,0.44,0.98,0.22,0.22,0.31
PF01959,PF07896:PF12294:PF19060,9,34,3,6,31,1027,0.09,0.97,0.33,0.33,0.16,4,2,7,2,1056,0.5,0.99,0.22,0.22,0.33
